product_id,store_id,date,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,promo_discount_type_2
P0513,S0001,3/1/2017,0,0,20,27.9,PR14,,PR03,,,
P0514,S0001,3/1/2017,0,0,2,8.9,PR14,,PR03,,,
P0520,S0001,3/1/2017,0,0,3,2.95,PR14,,PR03,,,
P0521,S0001,3/1/2017,0,0,30,10.95,PR14,,PR03,,,
P0527,S0001,3/1/2017,0,0,9,1.95,PR14,,PR03,,,
P0533,S0001,3/1/2017,0,0,11,6.95,PR14,,PR03,,,
P0534,S0001,3/1/2017,1,1.85,7,2,PR14,,PR03,,,
P0536,S0001,3/1/2017,0,0,7,2.95,PR14,,PR03,,,
P0543,S0001,3/1/2017,0,0,25,2.5,PR14,,PR03,,,
P0551,S0001,3/1/2017,0,0,29,1.85,PR14,,PR03,,,
P0556,S0001,3/1/2017,0,0,2,12.5,PR14,,PR03,,,
P0569,S0001,3/1/2017,0,0,70,2.6,PR14,,PR03,,,
P0571,S0001,3/1/2017,0,0,18,36.9,PR14,,PR03,,,
P0572,S0001,3/1/2017,0,0,22,1,PR14,,PR03,,,
P0574,S0001,3/1/2017,0,0,40,1.65,PR14,,PR03,,,
P0582,S0001,3/1/2017,0,0,15,9.45,PR14,,PR03,,,
P0584,S0001,3/1/2017,0,0,14,11.45,PR14,,PR03,,,
P0585,S0001,3/1/2017,0,0,6,9.95,PR14,,PR03,,,
P0587,S0001,3/1/2017,0,0,4,3.99,PR14,,PR03,,,
P0590,S0001,3/1/2017,0,0,43,0.5,PR14,,PR03,,,
P0591,S0001,3/1/2017,0,0,6,7.45,PR14,,PR03,,,
P0602,S0001,3/1/2017,0,0,6,9.9,PR14,,PR03,,,
P0608,S0001,3/1/2017,1,8.39,8,9.9,PR14,,PR03,,,
P0609,S0001,3/1/2017,0,0,10,1.25,PR14,,PR03,,,
P0611,S0001,3/1/2017,0,0,3,12,PR14,,PR03,,,
P0613,S0001,3/1/2017,0,0,14,6.45,PR14,,PR03,,,
P0635,S0001,3/1/2017,0,0,12,4.75,PR14,,PR03,,,
P0637,S0001,3/1/2017,0,0,5,27.95,PR14,,PR03,,,
P0639,S0001,3/1/2017,0,0,8,5.45,PR14,,PR03,,,
P0640,S0001,3/1/2017,0,0,4,24.95,PR14,,PR03,,,
P0642,S0001,3/1/2017,0,0,9,2.25,PR14,,PR03,,,
P0649,S0001,3/1/2017,0,0,7,1.95,PR14,,PR03,,,
P0651,S0001,3/1/2017,0,0,7,15.5,PR14,,PR03,,,
P0652,S0001,3/1/2017,0,0,11,3.75,PR14,,PR03,,,
P0654,S0001,3/1/2017,0,0,8,9.75,PR14,,PR03,,,
P0655,S0001,3/1/2017,1,33.81,0,59.9,PR10,high,PR03,,,
P0657,S0001,3/1/2017,0,0,15,7.75,PR14,,PR03,,,
P0658,S0001,3/1/2017,0,0,4,24.5,PR14,,PR03,,,
P0660,S0001,3/1/2017,0,0,5,4.95,PR14,,PR03,,,
P0662,S0001,3/1/2017,0,0,24,16.9,PR14,,PR03,,,
P0663,S0001,3/1/2017,2,6.02,23,3.25,PR14,,PR03,,,
P0664,S0001,3/1/2017,2,2.31,25,1.25,PR14,,PR03,,,
P0665,S0001,3/1/2017,0,0,5,10.75,PR14,,PR03,,,
P0671,S0001,3/1/2017,0,0,5,3.25,PR14,,PR03,,,
P0673,S0001,3/1/2017,0,0,33,8.95,PR14,,PR03,,,
P0679,S0001,3/1/2017,0,0,6,37.9,PR14,,PR03,,,
P0681,S0001,3/1/2017,0,0,1,9.9,PR14,,PR03,,,
P0689,S0001,3/1/2017,0,0,19,28.9,PR10,low,PR03,,,
P0690,S0001,3/1/2017,1,11.78,5,13.9,PR14,,PR03,,,
P0691,S0001,3/1/2017,1,3,1,3,PR14,,PR03,,,
P0694,S0001,3/1/2017,0,0,8,5.99,PR10,high,PR03,,,
P0695,S0001,3/1/2017,0,0,13,4.85,PR14,,PR03,,,
P0699,S0001,3/1/2017,0,0,2,9,PR14,,PR03,,,
P0703,S0001,3/1/2017,0,0,7,49.9,PR14,,PR03,,,
P0704,S0001,3/1/2017,1,1.94,15,2.1,PR14,,PR03,,,
P0705,S0001,3/1/2017,0,0,14,7.95,PR12,verylow,PR03,,,
P0707,S0001,3/1/2017,0,0,3,8.85,PR14,,PR03,,,
P0712,S0001,3/1/2017,0,0,14,19.9,PR14,,PR03,,,
P0718,S0001,3/1/2017,0,0,14,13,PR14,,PR03,,,
P0726,S0001,3/1/2017,0,0,9,1,PR14,,PR03,,,
P0732,S0001,3/1/2017,0,0,5,7.25,PR14,,PR03,,,
P0735,S0001,3/1/2017,0,0,7,8.5,PR14,,PR03,,,
P0747,S0001,3/1/2017,0,0,3,11.95,PR14,,PR03,,,
P0005,S0001,4/1/2017,0,0,7,33.9,PR14,,PR03,,,
P0011,S0001,4/1/2017,0,0,10,49.9,PR14,,PR03,,,
P0015,S0001,4/1/2017,0,0,21,2.6,PR14,,PR03,,,
P0017,S0001,4/1/2017,1,1.38,12,1.49,PR14,,PR03,,,
P0018,S0001,4/1/2017,0,0,57,1.95,PR14,,PR03,,,
P0024,S0001,4/1/2017,0,0,23,1.95,PR14,,PR03,,,
P0035,S0001,4/1/2017,0,0,14,2.45,PR14,,PR03,,,
P0046,S0001,4/1/2017,0,0,4,34.5,PR14,,PR03,,,
P0051,S0001,4/1/2017,0,0,24,0.7,PR14,,PR03,,,
P0054,S0001,4/1/2017,0,0,6,3.95,PR14,,PR03,,,
P0055,S0001,4/1/2017,4,10.37,10,3.5,PR05,verylow,PR03,,,
P0057,S0001,4/1/2017,0,0,6,12.9,PR14,,PR03,,,
P0060,S0001,4/1/2017,0,0,11,15.9,PR14,,PR03,,,
P0062,S0001,4/1/2017,0,0,1,19.9,PR14,,PR03,,,
P0066,S0001,4/1/2017,0,0,43,2.5,PR14,,PR03,,,
P0067,S0001,4/1/2017,1,13.47,3,15.9,PR14,,PR03,,,
P0068,S0001,4/1/2017,0,0,6,5.1,PR10,verylow,PR03,,,
P0070,S0001,4/1/2017,0,0,1,6.25,PR14,,PR03,,,
P0071,S0001,4/1/2017,0,0,1,9.45,PR14,,PR03,,,
P0072,S0001,4/1/2017,0,0,13,3.9,PR14,,PR03,,,
P0079,S0001,4/1/2017,0,0,46,2.25,PR14,,PR03,,,
P0080,S0001,4/1/2017,0,0,10,7.9,PR06,veryhigh,PR03,,,
P0083,S0001,4/1/2017,0,0,8,6.9,PR05,moderate,PR03,,,
P0089,S0001,4/1/2017,0,0,2,5.99,PR14,,PR03,,,
P0090,S0001,4/1/2017,1,2.46,3,2.9,PR14,,PR03,,,
P0092,S0001,4/1/2017,2,2.87,18,1.55,PR14,,PR03,,,
P0099,S0001,4/1/2017,0,0,19,10.9,PR14,,PR03,,,
P0103,S0001,4/1/2017,7,17.18,38,2.65,PR14,,PR03,,,
P0109,S0001,4/1/2017,0,0,19,8.95,PR14,,PR03,,,
P0110,S0001,4/1/2017,3,8.19,1,2.95,PR14,,PR03,,,
P0114,S0001,4/1/2017,1,0.42,11,0.45,PR14,,PR03,,,
P0116,S0001,4/1/2017,0,0,1,0.85,PR14,,PR03,,,
P0125,S0001,4/1/2017,0,0,22,2.95,PR14,,PR03,,,
P0129,S0001,4/1/2017,0,0,10,24.95,PR14,,PR03,,,
P0131,S0001,4/1/2017,0,0,28,2.25,PR14,,PR03,,,
P0132,S0001,4/1/2017,0,0,2,7.99,PR14,,PR03,,,
P0137,S0001,4/1/2017,0,0,8,23.9,PR14,,PR03,,,
P0140,S0001,4/1/2017,1,5.5,9,5.5,PR14,,PR03,,,
P0144,S0001,4/1/2017,0,0,4,4.95,PR10,low,PR03,,,
P0147,S0001,4/1/2017,1,3.38,5,3.99,PR14,,PR03,,,
P0148,S0001,4/1/2017,0,0,5,5.75,PR14,,PR03,,,
P0150,S0001,4/1/2017,0,0,6,12.99,PR14,,PR03,,,
P0151,S0001,4/1/2017,0,0,2,5.9,PR14,,PR03,,,
P0157,S0001,4/1/2017,0,0,5,6.95,PR14,,PR03,,,
P0160,S0001,4/1/2017,0,0,12,2.5,PR14,,PR03,,,
P0162,S0001,4/1/2017,0,0,9,3.9,PR14,,PR03,,,
P0164,S0001,4/1/2017,0,0,7,24.9,PR14,,PR03,,,
P0165,S0001,4/1/2017,0,0,23,1.4,PR14,,PR03,,,
P0169,S0001,4/1/2017,1,4.23,8,4.99,PR14,,PR03,,,
P0171,S0001,4/1/2017,0,0,7,9.85,PR14,,PR03,,,
P0175,S0001,4/1/2017,0,0,5,5.5,PR05,high,PR03,,,
P0177,S0001,4/1/2017,0,0,12,10.9,PR14,,PR03,,,
P0183,S0001,4/1/2017,0,0,10,5.95,PR14,,PR03,,,
P0184,S0001,4/1/2017,0,0,12,47.5,PR14,,PR03,,,
P0185,S0001,4/1/2017,1,0.75,1,0.75,PR14,,PR03,,,
P0187,S0001,4/1/2017,1,17.8,0,21,PR14,,PR03,,,
P0195,S0001,4/1/2017,0,0,3,5.75,PR14,,PR03,,,
P0196,S0001,4/1/2017,0,0,60,7.9,PR14,,PR03,,,
P0197,S0001,4/1/2017,0,0,35,3.5,PR14,,PR03,,,
P0201,S0001,4/1/2017,0,0,8,14.9,PR14,,PR03,,,
P0204,S0001,4/1/2017,0,0,64,5.9,PR14,,PR03,,,
P0205,S0001,4/1/2017,0,0,11,13.9,PR14,,PR03,,,
P0211,S0001,4/1/2017,0,0,4,8.95,PR14,,PR03,,,
P0212,S0001,4/1/2017,0,0,8,9.95,PR05,low,PR03,,,
P0213,S0001,4/1/2017,0,0,64,18.9,PR14,,PR03,,,
P0218,S0001,4/1/2017,0,0,6,59.9,PR14,,PR03,,,
P0219,S0001,4/1/2017,0,0,5,7.25,PR14,,PR03,,,
P0220,S0001,4/1/2017,0,0,23,1.75,PR14,,PR03,,,
P0223,S0001,4/1/2017,0,0,6,7.5,PR14,,PR03,,,
P0225,S0001,4/1/2017,1,1.91,14,2.25,PR14,,PR03,,,
P0226,S0001,4/1/2017,0,0,3,1.5,PR14,,PR03,,,
P0227,S0001,4/1/2017,0,0,3,8,PR14,,PR03,,,
P0229,S0001,4/1/2017,0,0,2,6.85,PR05,verylow,PR03,,,
P0237,S0001,4/1/2017,0,0,33,59.9,PR05,high,PR03,,,
P0241,S0001,4/1/2017,0,0,4,12.95,PR05,verylow,PR03,,,
P0249,S0001,4/1/2017,0,0,9,1.9,PR14,,PR03,,,
P0252,S0001,4/1/2017,2,25.41,13,14.99,PR14,,PR03,,,
P0258,S0001,4/1/2017,0,0,8,6.5,PR14,,PR03,,,
P0260,S0001,4/1/2017,0,0,13,17.5,PR14,,PR03,,,
P0261,S0001,4/1/2017,1,4.4,11,4.75,PR14,,PR03,,,
P0263,S0001,4/1/2017,0,0,10,16.95,PR14,,PR03,,,
P0264,S0001,4/1/2017,0,0,11,7.9,PR14,,PR03,,,
P0267,S0001,4/1/2017,0,0,17,4,PR10,high,PR03,,,
P0275,S0001,4/1/2017,0,0,57,2.15,PR14,,PR03,,,
P0277,S0001,4/1/2017,0,0,2,3.45,PR10,verylow,PR03,,,
P0279,S0001,4/1/2017,0,0,2,15.5,PR14,,PR03,,,
P0280,S0001,4/1/2017,1,5.08,4,5.99,PR14,,PR03,,,
P0282,S0001,4/1/2017,0,0,9,1.9,PR06,high,PR03,,,
P0283,S0001,4/1/2017,1,18.22,10,21.5,PR14,,PR03,,,
P0287,S0001,4/1/2017,0,0,8,7.5,PR05,verylow,PR03,,,
P0296,S0001,4/1/2017,2,1.39,10,0.75,PR14,,PR03,,,
P0297,S0001,4/1/2017,0,0,5,14.95,PR14,,PR03,,,
P0311,S0001,4/1/2017,1,1,3,1,PR14,,PR03,,,
P0312,S0001,4/1/2017,0,0,16,12.9,PR05,high,PR03,,,
P0321,S0001,4/1/2017,0,0,4,9.9,PR14,,PR03,,,
P0325,S0001,4/1/2017,0,0,5,8.45,PR14,,PR03,,,
P0327,S0001,4/1/2017,0,0,12,1.95,PR07,verylow,PR03,,,
P0328,S0001,4/1/2017,0,0,10,13,PR14,,PR03,,,
P0332,S0001,4/1/2017,0,0,9,26.9,PR07,verylow,PR03,,,
P0333,S0001,4/1/2017,3,5.14,6,1.85,PR14,,PR03,,,
P0336,S0001,4/1/2017,0,0,5,21.5,PR14,,PR03,,,
P0340,S0001,4/1/2017,0,0,2,29.99,PR14,,PR03,,,
P0341,S0001,4/1/2017,0,0,24,34.95,PR14,,PR03,,,
P0345,S0001,4/1/2017,0,0,13,3.15,PR06,verylow,PR03,,,
P0348,S0001,4/1/2017,2,3.11,8,2.1,PR05,verylow,PR03,,,
P0351,S0001,4/1/2017,0,0,11,53.9,PR14,,PR03,,,
P0356,S0001,4/1/2017,0,0,19,2.5,PR14,,PR03,,,
P0361,S0001,4/1/2017,0,0,2,9.95,PR14,,PR03,,,
P0364,S0001,4/1/2017,2,1.85,15,1,PR14,,PR03,,,
P0369,S0001,4/1/2017,0,0,6,15.5,PR14,,PR03,,,
P0370,S0001,4/1/2017,0,0,13,4.75,PR14,,PR03,,,
P0372,S0001,4/1/2017,0,0,52,2.9,PR14,,PR03,,,
P0376,S0001,4/1/2017,0,0,17,4.5,PR14,,PR03,,,
P0377,S0001,4/1/2017,0,0,3,9,PR14,,PR03,,,
P0382,S0001,4/1/2017,0,0,5,18.95,PR14,,PR03,,,
P0389,S0001,4/1/2017,0,0,2,8.65,PR05,low,PR03,,,
P0390,S0001,4/1/2017,0,0,4,9.85,PR14,,PR03,,,
P0399,S0001,4/1/2017,0,0,12,3.9,PR05,moderate,PR03,,,
P0400,S0001,4/1/2017,0,0,8,7.5,PR14,,PR03,,,
P0402,S0001,4/1/2017,0,0,5,7.75,PR14,,PR03,,,
P0408,S0001,4/1/2017,0,0,8,29.9,PR14,,PR03,,,
P0412,S0001,4/1/2017,0,0,9,6.5,PR14,,PR03,,,
P0413,S0001,4/1/2017,0.295,0.55,2.415,1.99,PR03,verylow,PR03,,,
P0415,S0001,4/1/2017,0,0,4,5.75,PR14,,PR03,,,
P0417,S0001,4/1/2017,0,0,18,6.9,PR14,,PR03,,,
P0420,S0001,4/1/2017,0,0,266,0.6,PR14,,PR03,,,
P0425,S0001,4/1/2017,0,0,6,4.5,PR14,,PR03,,,
P0427,S0001,4/1/2017,1,1.71,14,2.45,PR06,low,PR03,,,
P0435,S0001,4/1/2017,0,0,4,25.5,PR14,,PR03,,,
P0436,S0001,4/1/2017,1,2.78,60,3,PR14,,PR03,,,
P0437,S0001,4/1/2017,0,0,12,10.9,PR14,,PR03,,,
P0438,S0001,4/1/2017,24,5.56,12,0.25,PR14,,PR03,,,
P0439,S0001,4/1/2017,5,34.96,4,8.25,PR14,,PR03,,,
P0446,S0001,4/1/2017,0,0,5,5.95,PR05,verylow,PR03,,,
P0448,S0001,4/1/2017,0,0,18,3.45,PR14,,PR03,,,
P0453,S0001,4/1/2017,0,0,62,5.25,PR14,,PR03,,,
P0454,S0001,4/1/2017,0,0,16,2.1,PR14,,PR03,,,
P0456,S0001,4/1/2017,0,0,5,31.9,PR14,,PR03,,,
P0458,S0001,4/1/2017,0,0,122,4.25,PR05,moderate,PR03,,,
P0459,S0001,4/1/2017,0,0,54,2.95,PR14,,PR03,,,
P0466,S0001,4/1/2017,0,0,8,4.95,PR14,,PR03,,,
P0470,S0001,4/1/2017,1,16.57,4,17.9,PR14,,PR03,,,
P0473,S0001,4/1/2017,0,0,4,29.9,PR14,,PR03,,,
P0481,S0001,4/1/2017,0,0,10,4.9,PR14,,PR03,,,
P0483,S0001,4/1/2017,0,0,3,10,PR14,,PR03,,,
P0490,S0001,4/1/2017,0,0,6,52.9,PR14,,PR03,,,
P0491,S0001,4/1/2017,0,0,5,24.5,PR14,,PR03,,,
P0499,S0001,4/1/2017,2,1.39,32,0.75,PR14,,PR03,,,
P0500,S0001,4/1/2017,0,0,93,5.95,PR10,verylow,PR03,,,
P0504,S0001,4/1/2017,0,0,8,12.9,PR14,,PR03,,,
P0506,S0001,4/1/2017,0,0,10,5.95,PR05,verylow,PR03,,,
P0510,S0001,4/1/2017,0,0,12,19.75,PR14,,PR03,,,
P0511,S0001,4/1/2017,0,0,9,31.25,PR14,,PR03,,,
P0513,S0001,4/1/2017,0,0,20,27.9,PR14,,PR03,,,
P0514,S0001,4/1/2017,0,0,2,8.9,PR14,,PR03,,,
P0520,S0001,4/1/2017,1,2.73,2,2.95,PR14,,PR03,,,
P0521,S0001,4/1/2017,0,0,30,10.95,PR14,,PR03,,,
P0527,S0001,4/1/2017,1,1.81,8,1.95,PR14,,PR03,,,
P0533,S0001,4/1/2017,0,0,11,6.95,PR14,,PR03,,,
P0534,S0001,4/1/2017,0,0,7,2,PR14,,PR03,,,
P0536,S0001,4/1/2017,2,5.46,5,2.95,PR14,,PR03,,,
P0543,S0001,4/1/2017,2,4.63,23,2.5,PR14,,PR03,,,
P0551,S0001,4/1/2017,0,0,29,1.85,PR14,,PR03,,,
P0556,S0001,4/1/2017,0,0,2,12.5,PR14,,PR03,,,
P0569,S0001,4/1/2017,1,2.41,69,2.6,PR14,,PR03,,,
P0571,S0001,4/1/2017,0,0,18,36.9,PR14,,PR03,,,
P0572,S0001,4/1/2017,2,1.85,20,1,PR14,,PR03,,,
P0574,S0001,4/1/2017,3,4.58,37,1.65,PR14,,PR03,,,
P0582,S0001,4/1/2017,0,0,15,9.45,PR14,,PR03,,,
P0584,S0001,4/1/2017,0,0,14,11.45,PR14,,PR03,,,
P0585,S0001,4/1/2017,0,0,6,9.95,PR14,,PR03,,,
P0587,S0001,4/1/2017,0,0,4,3.99,PR14,,PR03,,,
P0590,S0001,4/1/2017,0,0,43,0.5,PR14,,PR03,,,
P0591,S0001,4/1/2017,0,0,6,7.45,PR14,,PR03,,,
P0602,S0001,4/1/2017,0,0,6,9.9,PR14,,PR03,,,
P0608,S0001,4/1/2017,1,8.39,7,9.9,PR14,,PR03,,,
P0609,S0001,4/1/2017,0,0,10,1.25,PR14,,PR03,,,
P0611,S0001,4/1/2017,0,0,3,12,PR14,,PR03,,,
P0613,S0001,4/1/2017,0,0,14,6.45,PR14,,PR03,,,
P0635,S0001,4/1/2017,0,0,12,4.75,PR14,,PR03,,,
P0637,S0001,4/1/2017,0,0,5,27.95,PR14,,PR03,,,
P0639,S0001,4/1/2017,1,5.05,7,5.45,PR14,,PR03,,,
P0640,S0001,4/1/2017,0,0,4,24.95,PR14,,PR03,,,
P0642,S0001,4/1/2017,0,0,9,2.25,PR14,,PR03,,,
P0649,S0001,4/1/2017,0,0,7,1.95,PR14,,PR03,,,
P0651,S0001,4/1/2017,0,0,7,15.5,PR14,,PR03,,,
P0652,S0001,4/1/2017,0,0,11,3.75,PR14,,PR03,,,
P0654,S0001,4/1/2017,0,0,8,9.75,PR14,,PR03,,,
P0657,S0001,4/1/2017,0,0,15,7.75,PR14,,PR03,,,
P0658,S0001,4/1/2017,0,0,4,24.5,PR14,,PR03,,,
P0660,S0001,4/1/2017,0,0,5,4.95,PR14,,PR03,,,
P0662,S0001,4/1/2017,0,0,24,16.9,PR14,,PR03,,,
P0663,S0001,4/1/2017,0,0,23,3.25,PR14,,PR03,,,
P0664,S0001,4/1/2017,0,0,25,1.25,PR14,,PR03,,,
P0665,S0001,4/1/2017,0,0,5,10.75,PR14,,PR03,,,
P0671,S0001,4/1/2017,1,3.01,4,3.25,PR14,,PR03,,,
P0673,S0001,4/1/2017,2,15.17,31,8.95,PR14,,PR03,,,
P0679,S0001,4/1/2017,0,0,6,37.9,PR14,,PR03,,,
P0681,S0001,4/1/2017,0,0,1,9.9,PR14,,PR03,,,
P0689,S0001,4/1/2017,0,0,19,28.9,PR10,low,PR03,,,
P0690,S0001,4/1/2017,0,0,5,13.9,PR14,,PR03,,,
P0691,S0001,4/1/2017,1,3,1,3,PR14,,PR03,,,
P0694,S0001,4/1/2017,0,0,8,5.99,PR10,high,PR03,,,
P0695,S0001,4/1/2017,0,0,13,4.85,PR14,,PR03,,,
P0699,S0001,4/1/2017,0,0,2,9,PR14,,PR03,,,
P0703,S0001,4/1/2017,0,0,7,49.9,PR14,,PR03,,,
P0704,S0001,4/1/2017,2,3.89,13,2.1,PR14,,PR03,,,
P0705,S0001,4/1/2017,0,0,14,7.95,PR12,verylow,PR03,,,
P0707,S0001,4/1/2017,0,0,3,8.85,PR14,,PR03,,,
P0712,S0001,4/1/2017,0,0,14,19.9,PR14,,PR03,,,
P0718,S0001,4/1/2017,0,0,14,13,PR14,,PR03,,,
P0726,S0001,4/1/2017,2,1.85,7,1,PR14,,PR03,,,
P0732,S0001,4/1/2017,0,0,5,7.25,PR14,,PR03,,,
P0735,S0001,4/1/2017,2,14.41,5,8.5,PR14,,PR03,,,
P0747,S0001,4/1/2017,0,0,3,11.95,PR14,,PR03,,,
P0005,S0001,5/1/2017,0,0,7,33.9,PR14,,PR03,,,
P0011,S0001,5/1/2017,0,0,10,49.9,PR14,,PR03,,,
P0015,S0001,5/1/2017,0,0,21,2.6,PR10,low,PR03,,,
P0017,S0001,5/1/2017,0,0,12,1.49,PR06,high,PR03,,,
P0018,S0001,5/1/2017,0,0,57,1.95,PR14,,PR03,,,
P0024,S0001,5/1/2017,0,0,23,1.95,PR14,,PR03,,,
P0035,S0001,5/1/2017,2,4.54,12,2.45,PR14,,PR03,,,
P0046,S0001,5/1/2017,0,0,4,34.5,PR14,,PR03,,,
P0051,S0001,5/1/2017,7,4.54,17,0.7,PR14,,PR03,,,
P0054,S0001,5/1/2017,0,0,6,3.95,PR14,,PR03,,,
P0055,S0001,5/1/2017,0,0,10,3.5,PR14,,PR03,,,
P0057,S0001,5/1/2017,0,0,6,12.9,PR14,,PR03,,,
P0060,S0001,5/1/2017,0,0,11,15.9,PR10,verylow,PR03,,,
P0062,S0001,5/1/2017,0,0,1,19.9,PR14,,PR03,,,
P0066,S0001,5/1/2017,0,0,43,2.5,PR14,,PR03,,,
P0067,S0001,5/1/2017,0,0,3,15.9,PR10,verylow,PR03,,,
P0068,S0001,5/1/2017,0,0,6,5.1,PR14,,PR03,,,
P0070,S0001,5/1/2017,1,4.58,4,6.25,PR10,low,PR03,,,
P0071,S0001,5/1/2017,0,0,1,9.45,PR10,verylow,PR03,,,
P0072,S0001,5/1/2017,0,0,13,3.9,PR14,,PR03,,,
P0079,S0001,5/1/2017,1,2.08,45,2.25,PR14,,PR03,,,
P0080,S0001,5/1/2017,0,0,10,7.9,PR14,,PR03,,,
P0083,S0001,5/1/2017,0,0,8,6.9,PR14,,PR03,,,
P0089,S0001,5/1/2017,0,0,2,5.99,PR14,,PR03,,,
P0090,S0001,5/1/2017,0,0,3,2.9,PR14,,PR03,,,
P0092,S0001,5/1/2017,1,1.44,17,1.55,PR14,,PR03,,,
P0099,S0001,5/1/2017,0,0,19,10.9,PR14,,PR03,,,
P0103,S0001,5/1/2017,10,24.54,28,2.65,PR14,,PR03,,,
P0109,S0001,5/1/2017,0,0,19,8.95,PR14,,PR03,,,
P0110,S0001,5/1/2017,0,0,1,2.95,PR14,,PR03,,,
P0114,S0001,5/1/2017,0,0,11,0.45,PR14,,PR03,,,
P0116,S0001,5/1/2017,4,3.15,0,0.85,PR14,,PR03,,,
P0125,S0001,5/1/2017,0,0,22,2.95,PR14,,PR03,,,
P0129,S0001,5/1/2017,1,21.14,9,24.95,PR14,,PR03,,,
P0131,S0001,5/1/2017,1,2.08,27,2.25,PR14,,PR03,,,
P0132,S0001,5/1/2017,0,0,2,7.99,PR14,,PR03,,,
P0137,S0001,5/1/2017,0,0,8,23.9,PR14,,PR03,,,
P0140,S0001,5/1/2017,1,5.5,8,5.5,PR14,,PR03,,,
P0144,S0001,5/1/2017,0,0,4,4.95,PR14,,PR03,,,
P0147,S0001,5/1/2017,0,0,5,3.99,PR14,,PR03,,,
P0148,S0001,5/1/2017,0,0,5,5.75,PR14,,PR03,,,
P0150,S0001,5/1/2017,0,0,6,12.99,PR14,,PR03,,,
P0151,S0001,5/1/2017,0,0,2,5.9,PR14,,PR03,,,
P0157,S0001,5/1/2017,0,0,5,6.95,PR14,,PR03,,,
P0160,S0001,5/1/2017,0,0,12,2.5,PR14,,PR03,,,
P0162,S0001,5/1/2017,0,0,9,3.9,PR14,,PR03,,,
P0164,S0001,5/1/2017,0,0,7,24.9,PR14,,PR03,,,
P0165,S0001,5/1/2017,0,0,23,1.4,PR14,,PR03,,,
P0169,S0001,5/1/2017,0,0,8,4.99,PR05,moderate,PR03,,,
P0171,S0001,5/1/2017,0,0,7,9.85,PR14,,PR03,,,
P0175,S0001,5/1/2017,0,0,5,5.5,PR14,,PR03,,,
P0177,S0001,5/1/2017,0,0,12,10.9,PR14,,PR03,,,
P0183,S0001,5/1/2017,0,0,10,5.95,PR14,,PR03,,,
P0184,S0001,5/1/2017,0,0,12,47.5,PR14,,PR03,,,
P0185,S0001,5/1/2017,0,0,2,0.75,PR14,,PR03,,,
P0187,S0001,5/1/2017,1,12.46,15,21,PR05,moderate,PR03,,,
P0195,S0001,5/1/2017,0,0,3,5.75,PR14,,PR03,,,
P0196,S0001,5/1/2017,1,7.31,59,7.9,PR14,,PR03,,,
P0197,S0001,5/1/2017,0,0,35,3.5,PR14,,PR03,,,
P0201,S0001,5/1/2017,0,0,8,14.9,PR14,,PR03,,,
P0204,S0001,5/1/2017,0,0,64,5.9,PR14,,PR03,,,
P0205,S0001,5/1/2017,0,0,11,13.9,PR14,,PR03,,,
P0211,S0001,5/1/2017,0,0,4,8.95,PR14,,PR03,,,
P0212,S0001,5/1/2017,0,0,8,9.95,PR05,low,PR03,,,
P0213,S0001,5/1/2017,0,0,64,18.9,PR14,,PR03,,,
P0218,S0001,5/1/2017,0,0,6,59.9,PR14,,PR03,,,
P0219,S0001,5/1/2017,2,13.43,3,7.25,PR14,,PR03,,,
P0220,S0001,5/1/2017,0,0,23,1.75,PR14,,PR03,,,
P0223,S0001,5/1/2017,0,0,6,7.5,PR14,,PR03,,,
P0225,S0001,5/1/2017,0,0,14,2.25,PR14,,PR03,,,
P0226,S0001,5/1/2017,0,0,3,1.5,PR14,,PR03,,,
P0227,S0001,5/1/2017,0,0,3,8,PR14,,PR03,,,
P0229,S0001,5/1/2017,0,0,2,6.85,PR14,,PR03,,,
P0237,S0001,5/1/2017,0,0,33,59.9,PR14,,PR03,,,
P0241,S0001,5/1/2017,0,0,4,12.95,PR14,,PR03,,,
P0249,S0001,5/1/2017,2,3.52,7,1.9,PR14,,PR03,,,
P0252,S0001,5/1/2017,0,0,13,14.99,PR14,,PR03,,,
P0258,S0001,5/1/2017,0,0,8,6.5,PR14,,PR03,,,
P0260,S0001,5/1/2017,0,0,13,17.5,PR14,,PR03,,,
P0261,S0001,5/1/2017,2,8.8,33,4.75,PR14,,PR03,,,
P0263,S0001,5/1/2017,0,0,10,16.95,PR14,,PR03,,,
P0264,S0001,5/1/2017,0,0,11,7.9,PR14,,PR03,,,
P0267,S0001,5/1/2017,0,0,17,4,PR14,,PR03,,,
P0275,S0001,5/1/2017,0,0,57,2.15,PR14,,PR03,,,
P0277,S0001,5/1/2017,0,0,2,3.45,PR14,,PR03,,,
P0279,S0001,5/1/2017,0,0,2,15.5,PR14,,PR03,,,
P0280,S0001,5/1/2017,0,0,18,5.99,PR05,moderate,PR03,,,
P0282,S0001,5/1/2017,4,4.24,5,1.9,PR10,high,PR03,,,
P0283,S0001,5/1/2017,0,0,10,21.5,PR14,,PR03,,,
P0287,S0001,5/1/2017,0,0,8,7.5,PR14,,PR03,,,
P0296,S0001,5/1/2017,3,2.08,7,0.75,PR14,,PR03,,,
P0297,S0001,5/1/2017,0,0,5,14.95,PR14,,PR03,,,
P0311,S0001,5/1/2017,2,2,2,1,PR14,,PR03,,,
